0, 0
0.0125664, 0.0127233
0.0251327, 0.0254435
0.0376991, 0.0381586
0.0502655, 0.0508667
0.0628319, 0.0635655
0.0753982, 0.0762532
0.0879646, 0.0889277
0.100531, 0.101587
0.113097, 0.114229
0.125664, 0.126852
0.13823, 0.139453
0.150796, 0.152031
0.163363, 0.164584
0.175929, 0.17711
0.188496, 0.189606
0.201062, 0.202071
0.213628, 0.214502
0.226195, 0.226898
0.238761, 0.239257
0.251327, 0.251577
0.263894, 0.263856
0.27646, 0.276091
0.289027, 0.288281
0.301593, 0.300424
0.314159, 0.312519
0.326726, 0.324562
0.339292, 0.336552
0.351858, 0.348488
0.364425, 0.360367
0.376991, 0.372187
0.389557, 0.383947
0.402124, 0.395644
0.41469, 0.407278
0.427257, 0.418845
0.439823, 0.430345
0.452389, 0.441774
0.464956, 0.453132
0.477522, 0.464417
0.490088, 0.475627
0.502655, 0.486759
0.515221, 0.497813
0.527788, 0.508787
0.540354, 0.519678
0.55292, 0.530485
0.565487, 0.541207
0.578053, 0.551841
0.590619, 0.562386
0.603186, 0.572841
0.615752, 0.583203
0.628319, 0.59347
0.640885, 0.603643
0.653451, 0.613717
0.666018, 0.623693
0.678584, 0.633569
0.69115, 0.643342
0.703717, 0.653011
0.716283, 0.662576
0.728849, 0.672033
0.741416, 0.681383
0.753982, 0.690623
0.766549, 0.699751
0.779115, 0.708767
0.791681, 0.717669
0.804248, 0.726456
0.816814, 0.735126
0.82938, 0.743677
0.841947, 0.752109
0.854513, 0.76042
0.86708, 0.768608
0.879646, 0.776673
0.892212, 0.784614
0.904779, 0.792428
0.917345, 0.800115
0.929911, 0.807673
0.942478, 0.815101
0.955044, 0.822399
0.967611, 0.829565
0.980177, 0.836597
0.992743, 0.843495
1.00531, 0.850257
1.01788, 0.856883
1.03044, 0.863372
1.04301, 0.869722
1.05558, 0.875932
1.06814, 0.882002
1.08071, 0.887931
1.09327, 0.893716
1.10584, 0.899359
1.11841, 0.904857
1.13097, 0.91021
1.14354, 0.915418
1.15611, 0.920478
1.16867, 0.925391
1.18124, 0.930155
1.19381, 0.934771
1.20637, 0.939236
1.21894, 0.943551
1.2315, 0.947715
1.24407, 0.951727
1.25664, 0.955586
1.2692, 0.959292
1.28177, 0.962845
1.29434, 0.966243
1.3069, 0.969487
1.31947, 0.972575
1.33204, 0.975508
1.3446, 0.978284
1.35717, 0.980904
1.36973, 0.983367
1.3823, 0.985672
1.39487, 0.987819
1.40743, 0.989809
1.42, 0.99164
1.43257, 0.993312
1.44513, 0.994825
1.4577, 0.996179
1.47027, 0.997374
1.48283, 0.998409
1.4954, 0.999284
1.50796, 1
1.52053, 1.00056
1.5331, 1.00095
1.54566, 1.00119
1.55823, 1.00126
1.5708, 1.00118
1.58336, 1.00093
1.59593, 1.00053
1.6085, 0.999963
1.62106, 0.999238
1.63363, 0.998354
1.64619, 0.99731
1.65876, 0.996106
1.67133, 0.994744
1.68389, 0.993223
1.69646, 0.991542
1.70903, 0.989704
1.72159, 0.987707
1.73416, 0.985553
1.74673, 0.983241
1.75929, 0.980772
1.77186, 0.978147
1.78442, 0.975365
1.79699, 0.972428
1.80956, 0.969335
1.82212, 0.966088
1.83469, 0.962687
1.84726, 0.959131
1.85982, 0.955423
1.87239, 0.951562
1.88496, 0.94755
1.89752, 0.943386
1.91009, 0.939072
1.92265, 0.934607
1.93522, 0.929994
1.94779, 0.925233
1.96035, 0.920324
1.97292, 0.915268
1.98549, 0.910066
1.99805, 0.904719
2.01062, 0.899228
2.02319, 0.893594
2.03575, 0.887817
2.04832, 0.881898
2.06088, 0.875839
2.07345, 0.869641
2.08602, 0.863304
2.09858, 0.856829
2.11115, 0.850218
2.12372, 0.843472
2.13628, 0.836591
2.14885, 0.829577
2.16142, 0.822431
2.17398, 0.815154
2.18655, 0.807747
2.19911, 0.800212
2.21168, 0.792549
2.22425, 0.78476
2.23681, 0.776847
2.24938, 0.76881
2.26195, 0.76065
2.27451, 0.75237
2.28708, 0.743969
2.29965, 0.735451
2.31221, 0.726816
2.32478, 0.718065
2.33734, 0.7092
2.34991, 0.700222
2.36248, 0.691133
2.37504, 0.681935
2.38761, 0.672628
2.40018, 0.663214
2.41274, 0.653695
2.42531, 0.644072
2.43788, 0.634347
2.45044, 0.624521
2.46301, 0.614597
2.47558, 0.604574
2.48814, 0.594456
2.50071, 0.584244
2.51327, 0.573939
2.52584, 0.563543
2.53841, 0.553058
2.55097, 0.542485
2.56354, 0.531826
2.57611, 0.521083
2.58867, 0.510258
2.60124, 0.499352
2.61381, 0.488367
2.62637, 0.477305
2.63894, 0.466167
2.6515, 0.454956
2.66407, 0.443673
2.67664, 0.43232
2.6892, 0.420898
2.70177, 0.40941
2.71434, 0.397858
2.7269, 0.386243
2.73947, 0.374567
2.75204, 0.362832
2.7646, 0.351041
2.77717, 0.339194
2.78973, 0.327293
2.8023, 0.315341
2.81487, 0.30334
2.82743, 0.291291
2.84, 0.279197
2.85257, 0.267059
2.86513, 0.254879
2.8777, 0.24266
2.89027, 0.230402
2.90283, 0.218109
2.9154, 0.205782
2.92796, 0.193423
2.94053, 0.181034
2.9531, 0.168617
2.96566, 0.156174
2.97823, 0.143707
2.9908, 0.131219
3.00336, 0.11871
3.01593, 0.106183
3.0285, 0.09364
3.04106, 0.0810833
3.05363, 0.0685146
3.06619, 0.0559359
3.07876, 0.0433493
3.09133, 0.0307567
3.10389, 0.0181603
3.11646, 0.00556191
3.12903, -0.00703632
3.14159, -0.0196324
3.15416, -0.0322244
3.16673, -0.0448102
3.17929, -0.0573878
3.19186, -0.0699552
3.20442, -0.0825105
3.21699, -0.0950515
3.22956, -0.107576
3.24212, -0.120083
3.25469, -0.132569
3.26726, -0.145034
3.27982, -0.157474
3.29239, -0.169888
3.30496, -0.182273
3.31752, -0.194629
3.33009, -0.206953
3.34265, -0.219242
3.35522, -0.231495
3.36779, -0.243711
3.38035, -0.255886
3.39292, -0.26802
3.40549, -0.280109
3.41805, -0.292153
3.43062, -0.30415
3.44319, -0.316096
3.45575, -0.327992
3.46832, -0.339833
3.48088, -0.35162
3.49345, -0.363349
3.50602, -0.37502
3.51858, -0.386629
3.53115, -0.398176
3.54372, -0.409658
3.55628, -0.421074
3.56885, -0.432421
3.58142, -0.443698
3.59398, -0.454904
3.60655, -0.466036
3.61911, -0.477092
3.63168, -0.488072
3.64425, -0.498972
3.65681, -0.509792
3.66938, -0.520529
3.68195, -0.531183
3.69451, -0.54175
3.70708, -0.55223
3.71965, -0.562621
3.73221, -0.572921
3.74478, -0.583129
3.75734, -0.593243
3.76991, -0.603261
3.78248, -0.613181
3.79504, -0.623003
3.80761, -0.632725
3.82018, -0.642344
3.83274, -0.65186
3.84531, -0.661271
3.85788, -0.670576
3.87044, -0.679772
3.88301, -0.68886
3.89557, -0.697836
3.90814, -0.7067
3.92071, -0.71545
3.93327, -0.724085
3.94584, -0.732604
3.95841, -0.741005
3.97097, -0.749287
3.98354, -0.757448
3.99611, -0.765488
4.00867, -0.773404
4.02124, -0.781196
4.0338, -0.788863
4.04637, -0.796403
4.05894, -0.803815
4.0715, -0.811098
4.08407, -0.81825
4.09664, -0.825272
4.1092, -0.83216
4.12177, -0.838915
4.13434, -0.845536
4.1469, -0.85202
4.15947, -0.858368
4.17204, -0.864578
4.1846, -0.87065
4.19717, -0.876582
4.20973, -0.882373
4.2223, -0.888022
4.23487, -0.893529
4.24743, -0.898893
4.26, -0.904113
4.27257, -0.909187
4.28513, -0.914116
4.2977, -0.918899
4.31027, -0.923534
4.32283, -0.92802
4.3354, -0.932359
4.34796, -0.936548
4.36053, -0.940586
4.3731, -0.944474
4.38566, -0.948211
4.39823, -0.951796
4.4108, -0.955228
4.42336, -0.958507
4.43593, -0.961633
4.4485, -0.964605
4.46106, -0.967422
4.47363, -0.970084
4.48619, -0.972591
4.49876, -0.974943
4.51133, -0.977138
4.52389, -0.979177
4.53646, -0.981059
4.54903, -0.982784
4.56159, -0.984352
4.57416, -0.985762
4.58673, -0.987015
4.59929, -0.988109
4.61186, -0.989046
4.62442, -0.989824
4.63699, -0.990444
4.64956, -0.990906
4.66212, -0.991209
4.67469, -0.991353
4.68726, -0.991339
4.69982, -0.991167
4.71239, -0.990836
4.72496, -0.990347
4.73752, -0.989699
4.75009, -0.988893
4.76265, -0.98793
4.77522, -0.986808
4.78779, -0.985528
4.80035, -0.984092
4.81292, -0.982497
4.82549, -0.980746
4.83805, -0.978838
4.85062, -0.976774
4.86319, -0.974554
4.87575, -0.972178
4.88832, -0.969647
4.90088, -0.966961
4.91345, -0.964121
4.92602, -0.961127
4.93858, -0.957979
4.95115, -0.954678
4.96372, -0.951226
4.97628, -0.947621
4.98885, -0.943865
5.00142, -0.939958
5.01398, -0.935901
5.02655, -0.931695
5.03911, -0.927341
5.05168, -0.922838
5.06425, -0.918189
5.07681, -0.913392
5.08938, -0.908451
5.10195, -0.903364
5.11451, -0.898133
5.12708, -0.892759
5.13965, -0.887243
5.15221, -0.881585
5.16478, -0.875787
5.17734, -0.86985
5.18991, -0.863773
5.20248, -0.857559
5.21504, -0.851209
5.22761, -0.844722
5.24018, -0.838102
5.25274, -0.831348
5.26531, -0.824461
5.27788, -0.817443
5.29044, -0.810295
5.30301, -0.803018
5.31557, -0.795613
5.32814, -0.788082
5.34071, -0.780425
5.35327, -0.772644
5.36584, -0.76474
5.37841, -0.756714
5.39097, -0.748568
5.40354, -0.740303
5.41611, -0.731921
5.42867, -0.723422
5.44124, -0.714808
5.4538, -0.70608
5.46637, -0.69724
5.47894, -0.68829
5.4915, -0.67923
5.50407, -0.670062
5.51664, -0.660788
5.5292, -0.651408
5.54177, -0.641926
5.55434, -0.632341
5.5669, -0.622657
5.57947, -0.612873
5.59203, -0.602992
5.6046, -0.593016
5.61717, -0.582945
5.62973, -0.572783
5.6423, -0.562529
5.65487, -0.552186
5.66743, -0.541756
5.68, -0.53124
5.69257, -0.52064
5.70513, -0.509957
5.7177, -0.499194
5.73026, -0.488352
5.74283, -0.477433
5.7554, -0.466438
5.76796, -0.455369
5.78053, -0.444229
5.7931, -0.433018
5.80566, -0.421739
5.81823, -0.410394
5.8308, -0.398984
5.84336, -0.387511
5.85593, -0.375977
5.8685, -0.364383
5.88106, -0.352733
5.89363, -0.341027
5.90619, -0.329267
5.91876, -0.317455
5.93133, -0.305594
5.94389, -0.293685
5.95646, -0.28173
5.96903, -0.269731
5.98159, -0.257689
5.99416, -0.245608
6.00673, -0.233488
6.01929, -0.221331
6.03186, -0.209141
6.04442, -0.196918
6.05699, -0.184664
6.06956, -0.172382
6.08212, -0.160073
6.09469, -0.147739
6.10726, -0.135383
6.11982, -0.123007
6.13239, -0.110611
6.14496, -0.0981991
6.15752, -0.0857722
6.17009, -0.0733327
6.18265, -0.0608824
6.19522, -0.0484234
6.20779, -0.0359577
6.22035, -0.0234872
6.23292, -0.0110139
6.24549, 0.00146011
6.25805, 0.0139329
6.27062, 0.0264025
6.28319, 0.0388668
